path,table_row,category,name,item_id,purchase_price,cheapest_point_total
treasure_contents_table,0,0,,0,0,
treasure_contents_table,1,0,,0,0,
treasure_contents_table,2,0,,0,0,
treasure_contents_table,3,0,,0,0,
treasure_contents_table,4,0,,0,0,
treasure_contents_table,5,0,,0,0,
treasure_contents_table,6,0,,0,0,
treasure_contents_table,7,0,,0,0,
treasure_contents_table,8,0,,0,0,
treasure_contents_table,9,0,,0,0,
treasure_contents_table,10,0,,0,0,
treasure_contents_table,11,0,,0,0,
treasure_contents_table,12,0,,0,0,
treasure_contents_table,13,0,,0,0,
treasure_contents_table,14,0,,0,0,
treasure_contents_table,15,0,,0,0,
treasure_contents_table,16,0,,0,0,
treasure_contents_table,17,0,,0,0,
treasure_contents_table,18,0,,0,0,
treasure_contents_table,19,0,,0,0,
treasure_contents_table,20,0,,0,0,
treasure_contents_table,21,0,,0,0,
treasure_contents_table,22,0,,0,0,
treasure_contents_table,23,0,,0,0,
treasure_contents_table,24,0,,0,0,
treasure_contents_table,25,0,,0,0,
treasure_contents_table,26,0,,0,0,
treasure_contents_table,27,0,,0,0,
treasure_contents_table,28,0,,0,0,
treasure_contents_table,29,0,,0,0,
treasure_contents_table,30,0,,0,0,
treasure_contents_table,31,0,,0,0,
treasure_contents_table,32,0,,0,0,
treasure_contents_table,33,0,,0,0,
treasure_contents_table,34,0,,0,0,
treasure_contents_table,35,0,,0,0,
treasure_contents_table,36,0,,0,0,
treasure_contents_table,37,0,,0,0,
treasure_contents_table,38,0,,0,0,
treasure_contents_table,39,0,,0,0,
treasure_contents_table,40,0,,0,0,
treasure_contents_table,41,0,,0,0,
treasure_contents_table,42,0,,0,0,
treasure_contents_table,43,0,,0,0,
treasure_contents_table,44,0,,0,0,
treasure_contents_table,45,0,,0,0,
treasure_contents_table,46,0,,0,0,
treasure_contents_table,47,0,,0,0,
treasure_contents_table,48,0,,0,0,
treasure_contents_table,49,0,,0,0,
treasure_contents_table,50,0,,0,0,
treasure_contents_table,51,0,,0,0,
treasure_contents_table,52,0,,0,0,
treasure_contents_table,53,0,,0,0,
treasure_contents_table,54,0,,0,0,
treasure_contents_table,55,0,,0,0,
treasure_contents_table,56,0,,0,0,
treasure_contents_table,57,0,,0,0,
treasure_contents_table,58,0,,0,0,
treasure_contents_table,59,0,,0,0,
treasure_contents_table,60,0,,0,0,
treasure_contents_table,61,0,,0,0,
treasure_contents_table,62,0,,0,0,
treasure_contents_table,63,0,,0,0,
treasure_contents_table,64,0,,0,0,
treasure_contents_table,65,0,,0,0,
treasure_contents_table,66,0,,0,0,
treasure_contents_table,67,0,,0,0,
treasure_contents_table,68,0,,0,0,
treasure_contents_table,69,0,,0,0,
treasure_contents_table,70,0,,0,0,
treasure_contents_table,71,0,,0,0,
treasure_contents_table,72,0,,0,0,
treasure_contents_table,73,0,,0,0,
treasure_contents_table,74,0,,0,0,
treasure_contents_table,75,0,,0,0,
treasure_contents_table,76,0,,0,0,
treasure_contents_table,77,0,,0,0,
treasure_contents_table,78,0,,0,0,
treasure_contents_table,79,0,,0,0,
treasure_contents_table,80,0,,0,0,
treasure_contents_table,81,0,,0,0,
treasure_contents_table,82,0,,0,0,
treasure_contents_table,83,0,,0,0,
treasure_contents_table,84,0,,0,0,
treasure_contents_table,85,0,,0,0,
treasure_contents_table,86,0,,0,0,
treasure_contents_table,87,0,,0,0,
treasure_contents_table,88,0,,0,0,
treasure_contents_table,89,0,,0,0,
treasure_contents_table,90,0,,0,0,
treasure_contents_table,91,0,,0,0,
treasure_contents_table,92,0,,0,0,
treasure_contents_table,93,0,,0,0,
treasure_contents_table,94,0,,0,0,
treasure_contents_table,95,0,,0,0,
treasure_contents_table,96,0,,0,0,
treasure_contents_table,97,0,,0,0,
treasure_contents_table,98,0,,0,0,
treasure_contents_table,99,0,,0,0,
treasure_contents_table,100,0,,0,0,
treasure_contents_table,101,0,,0,0,
treasure_contents_table,102,0,,0,0,
treasure_contents_table,103,0,,0,0,
treasure_contents_table,104,0,,0,0,
treasure_contents_table,105,0,,0,0,
treasure_contents_table,106,0,,0,0,
treasure_contents_table,107,0,,0,0,
treasure_contents_table,108,0,,0,0,
treasure_contents_table,109,0,,0,0,
treasure_contents_table,110,0,,0,0,
treasure_contents_table,111,0,,0,0,
treasure_contents_table,112,0,,0,0,
treasure_contents_table,113,0,,0,0,
treasure_contents_table,114,0,,0,0,
treasure_contents_table,115,0,,0,0,
treasure_contents_table,116,0,,0,0,
treasure_contents_table,117,0,,0,0,
treasure_contents_table,118,0,,0,0,
treasure_contents_table,119,0,,0,0,
treasure_contents_table,120,0,,0,0,
treasure_contents_table,121,0,,0,0,
treasure_contents_table,122,0,,0,0,
treasure_contents_table,123,0,,0,0,
treasure_contents_table,124,0,,0,0,
treasure_contents_table,125,0,,0,0,
treasure_contents_table,126,0,,0,0,
treasure_contents_table,127,0,,0,0,
treasure_contents_table,128,0,,0,0,
treasure_contents_table,129,0,,0,0,
treasure_contents_table,130,0,,0,0,
treasure_contents_table,131,0,,0,0,
treasure_contents_table,132,0,,0,0,
treasure_contents_table,133,0,,0,0,
treasure_contents_table,134,0,,0,0,
treasure_contents_table,135,0,,0,0,
treasure_contents_table,136,0,,0,0,
treasure_contents_table,137,0,,0,0,
treasure_contents_table,138,0,,0,0,
treasure_contents_table,139,0,,0,0,
treasure_contents_table,140,0,,0,0,
treasure_contents_table,141,0,,0,0,
treasure_contents_table,142,0,,0,0,
treasure_contents_table,143,0,,0,0,
treasure_contents_table,144,0,,0,0,
treasure_contents_table,145,0,,0,0,
treasure_contents_table,146,0,,0,0,
treasure_contents_table,147,0,,0,0,
treasure_contents_table,148,0,,0,0,
treasure_contents_table,149,0,,0,0,
treasure_contents_table,150,0,,0,0,
treasure_contents_table,151,0,,0,0,
treasure_contents_table,152,0,,0,0,
treasure_contents_table,153,0,,0,0,
treasure_contents_table,154,0,,0,0,
treasure_contents_table,155,0,,0,0,
treasure_contents_table,156,0,,0,0,
treasure_contents_table,157,0,,0,0,
treasure_contents_table,158,0,,0,0,
treasure_contents_table,159,0,,0,0,
treasure_contents_table,160,0,,0,0,
treasure_contents_table,161,0,,0,0,
treasure_contents_table,162,0,,0,0,
treasure_contents_table,163,0,,0,0,
treasure_contents_table,164,0,,0,0,
treasure_contents_table,165,0,,0,0,
treasure_contents_table,166,0,,0,0,
treasure_contents_table,167,0,,0,0,
treasure_contents_table,168,0,,0,0,
treasure_contents_table,169,0,,0,0,
treasure_contents_table,170,0,,0,0,
treasure_contents_table,171,0,,0,0,
treasure_contents_table,172,0,,0,0,
treasure_contents_table,173,0,,0,0,
treasure_contents_table,174,0,,0,0,
treasure_contents_table,175,0,,0,0,
treasure_contents_table,176,0,,0,0,
treasure_contents_table,177,0,,0,0,
treasure_contents_table,178,0,,0,0,
treasure_contents_table,179,0,,0,0,
treasure_contents_table,180,0,,0,0,
treasure_contents_table,181,0,,0,0,
treasure_contents_table,182,0,,0,0,
treasure_contents_table,183,0,,0,0,
treasure_contents_table,184,0,,0,0,
treasure_contents_table,185,0,,0,0,
treasure_contents_table,186,0,,0,0,
treasure_contents_table,187,0,,0,0,
treasure_contents_table,188,0,,0,0,
treasure_contents_table,189,0,,0,0,
treasure_contents_table,190,0,,0,0,
treasure_contents_table,191,0,,0,0,
treasure_contents_table,192,0,,0,0,
treasure_contents_table,193,0,,0,0,
treasure_contents_table,194,0,,0,0,
treasure_contents_table,195,0,,0,0,
treasure_contents_table,196,0,,0,0,
treasure_contents_table,197,0,,0,0,
treasure_contents_table,198,0,,0,0,
treasure_contents_table,199,0,,0,0,
treasure_contents_table,200,0,,0,0,
treasure_contents_table,201,0,,0,0,
treasure_contents_table,202,0,,0,0,
treasure_contents_table,203,0,,0,0,
treasure_contents_table,204,0,,0,0,
treasure_contents_table,205,0,,0,0,
treasure_contents_table,206,0,,0,0,
treasure_contents_table,207,0,,0,0,
treasure_contents_table,208,0,,0,0,
treasure_contents_table,209,0,,0,0,
treasure_contents_table,210,0,,0,0,
treasure_contents_table,211,0,,0,0,
